budget,genres,id,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,cast,director_name
0,"['Comedy', 'Romance', 'Drama']",9450,3.117071,1996-11-01,0.0,Brassed Off,6.9,53.0,1996.0,0.0,"['Pete Postlethwaite', 'Tara Fitzgerald', 'Ewan McGregor', 'Stephen Tompkinson', 'Jim Carter', 'Philip Jackson', 'Peter Martin', 'Sue Johnston', 'Melanie Hill', 'Lill Roughley', 'Peter Gunn', 'Kenneth Colley', 'Olga Grahame', 'Bernard Wrigley', 'Ken Kitson', 'Adrian Hood', 'Mary Healey', 'Sally Sheridan']",Mark Herman
0,[],125021,0.152272,1997-05-23,0.0,The Designated Mourner,8.0,2.0,1997.0,0.0,"['Mike Nichols', 'Miranda Richardson']",David Hare
73000000,"['Adventure', 'Action', 'Science Fiction']",330,0.788123,1997-05-23,229074524.0,The Lost World: Jurassic Park,6.2,2528.0,1997.0,3.138007178082192,"['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite', 'Richard Attenborough', 'Vince Vaughn', 'Arliss Howard', 'Vanessa Lee Chester', 'Joseph Mazzello', 'Ariana Richards', 'Steven Spielberg', 'Peter Stormare', 'Camilla Belle', 'Thomas Rosales, Jr.', 'Thomas F. Duffy', 'Richard Schiff', 'Harvey Jason', 'Ian Abercrombie', 'Brian Turk', 'Katy Boyer', 'Colton James', 'Larry Guardino', 'Eli Roth', 'Eli Roth']",Steven Spielberg
0,"['Drama', 'Foreign']",38523,0.409967,1996-09-10,0.0,Ponette,7.5,11.0,1996.0,0.0,"['Delphine Schiltz', 'Victoire Thivisol', 'Matiaz Bureau Caton', 'Léopoldine Serre', 'Marie Trintignant', 'Xavier Beauvois', 'Claire Nebout', 'Luckie Royer', 'Carla Ibled', 'Aurélie Vérillon', 'Henri Berthon', 'Antoine du Merle', 'Marianne Favre']",Jacques Doillon
0,['Comedy'],16375,2.438198,1996-09-13,0.0,Schizopolis,6.4,22.0,1996.0,0.0,"['Scott Allen', 'Steven Soderbergh', 'Betsy Brantley', 'Eddie Jemison', 'David Jensen', 'Mike Malone']",Steven Soderbergh
0,"['Drama', 'Family']",33660,2.89449,1996-11-30,0.0,Shiloh,5.7,17.0,1996.0,0.0,"['Blake Heron', 'J. Madison Wright', 'Michael Moriarty', 'Scott Wilson', 'Rod Steiger']",Dale Rosenbloom
0,['Drama'],59232,0.893464,1996-11-20,0.0,The War at Home,6.9,7.0,1996.0,0.0,"['Emilio Estevez', 'Kathy Bates', 'Martin Sheen', 'Kimberly Williams-Paisley']",Emilio Estevez
0,"['Comedy', 'Drama', 'Romance', 'Fantasy']",45671,0.476919,1995-09-07,0.0,Rough Magic,6.3,7.0,1995.0,0.0,"['Bridget Fonda', 'Russell Crowe', 'Jim Broadbent', 'D.W. Moffett', 'Kenneth Mars', 'Paul Rodríguez', 'Michael Ensign']",Clare Peploe
0,"['Comedy', 'Romance']",17770,2.683782,1997-05-30,0.0,Trial and Error,5.3,17.0,1997.0,0.0,"['Jeff Daniels', 'Charlize Theron', 'Michael Richards', 'Jessica Steen', 'Austin Pendleton', 'Rip Torn', 'Alexandra Wentworth', 'Jennifer Coolidge', 'Max Casella', 'Dale Dye', 'Lawrence Pressman']",Jonathan Lynn
0,"['Adventure', 'Comedy', 'Family']",15170,2.022706,1997-06-06,0.0,Buddy,3.9,13.0,1997.0,0.0,"['Rene Russo', 'Robbie Coltrane', 'Alan Cumming', 'Irma P. Hall', 'Paul Reubens', 'John Aylward']",Caroline Thompson
75000000,"['Action', 'Thriller', 'Crime']",1701,11.545982,1997-06-01,224012234.0,Con Air,6.5,1289.0,1997.0,2.9868297866666667,"['Nicolas Cage', 'John Cusack', 'John Malkovich', 'Ving Rhames', 'Nick Chinlund', 'Steve Buscemi', 'Colm Meaney', 'Rachel Ticotin', 'Dave Chappelle', 'Mykelti Williamson', 'Danny Trejo', 'M.C. Gainey', 'Steve Eastin', 'Monica Potter', 'Landry Allbright', 'Renoly Santiago', 'Brendan Kelly', 'Jesse Borrego', 'José Zúñiga', 'Mongo Brownlee', 'Don Charles McGovern', 'Angela Featherstone', 'Doug Hutchison', 'Jeris Poindexter', 'David Ramsey', 'Conrad Goode', 'Emilio Rivera', 'Mario Roberts', 'Ty Granderson Jones', 'Bob Stephenson', 'Dylan Haggerty', 'Carl Ciarfalio', 'Ned Bellamy', 'John Roselius', 'Fredric Lehne', 'John Marshall Jones', 'Tommy Bush', 'Brian Willems', 'Bill Cusack', 'George Randall', 'Jamie Bozian', 'Harley Zumbrum', 'Doug Dearth', 'Kevin Gage']",Simon West
0,[],201445,0.071497,1996-01-01,0.0,Late Bloomers,4.0,1.0,1996.0,0.0,"['Connie Nelson', 'Dee Hennigan']",Julia Dyer
0,"['Drama', 'Foreign', 'Romance']",26422,2.690319,1996-05-12,0.0,The Pillow Book,6.9,41.0,1996.0,0.0,"['Vivian Wu', 'Yoshi Oida', 'Ken Ogata', 'Hideko Yoshida', 'Ewan McGregor', 'Yutaka Honda', 'Judy Ongg', 'Ken Mitsuishi', 'Barbara Lott', 'Lynne Langdon']",Peter Greenaway
0,"['Drama', 'Romance']",124642,0.014329,1995-12-27,0.0,To Have (Or Not),0.0,0.0,1995.0,0.0,"['Sandrine Kiberlain', 'Arnaud Giovaninetti', 'Roschdy Zem', 'Jean-Michel Fête', 'Daniel Kiberlain', 'Claire Denis', 'Lise Lamétrie', 'Laetitia Palermo', 'Thierry Rode', 'Nathalie Villeneuve', 'Didier Flamand']",Laetitia Masson
160000000,"['Action', 'Adventure', 'Thriller']",1639,11.268531,1997-06-13,164508066.0,Speed 2: Cruise Control,4.1,439.0,1997.0,1.0281754125,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe', 'Temuera Morrison', 'Mike Hagerty', 'Colleen Camp', 'Joe Morton', 'Glenn Plummer', 'Bo Svenson', 'Kimmy Robertson', 'Jessica Diz', 'Tamia', 'Brian McCardie', 'Christine Firkins', ""Michael O'Hagan"", 'Ben Meyerson']",Jan de Bont
500000,"['Crime', 'Drama']",49235,0.321515,1997-06-06,10300.0,Squeeze,6.0,1.0,1997.0,0.0206,"['Tyrone Burton', 'Eddie Cutanda', 'Phuong Duong', 'Geoffrey Rhue', 'Russell G. Jones', 'Leigh Williams', 'Robert Agredo', 'Beresford Bennett', 'Jennifer Maxcy', 'Harlem Logan', 'Diane Beckett', 'Ingrid Askew', 'James Spruill', 'William K. Butler', 'Daryl Bugg', 'Maleah Liggins', 'Pinky Lugo', 'Milagros Jones', 'Catherine Oberg', 'Sean Henderson', 'Johnny Henderson', 'Lynda Patton', 'Georgette Leslie', 'Bruce-Robert Serafin', 'Gerry Nuzollo', 'Jessica Edwards', 'Victor Nunez', 'Alfredo Rivera', 'John Bonaparte', 'Juanita Rodriguez', 'Monique Douglas', 'Sparkle Henderson', 'Nicole Kelly', 'Melissa Khomblassen', 'Aaron Stewart', 'Roy J. Lynch', 'Maximillian Cutler']",Robert Patton-Spruill
0,"['Comedy', 'Thriller']",106129,0.344303,1996-10-11,0.0,Sudden Manhattan,6.0,1.0,1996.0,0.0,"['Adrienne Shelly', 'Tim Guinee', 'Roger Rees', 'Louise Lasser', 'Hynden Walch', 'Jon Sklaroff', 'Paul Cassell', 'Chuck Montgomery', 'Dave Simonds', 'Melinda Wade', 'Pamela Gray']",Adrienne Shelly
0,[],291634,0.001247,1997-06-13,0.0,The Next Step,0.0,0.0,1997.0,0.0,[],
0,"['Comedy', 'Romance']",107743,0.886134,1996-10-18,44000.0,Wedding Bell Blues,5.5,2.0,1996.0,0.0,"['Illeana Douglas', 'Paulina Porizkova', 'Julie Warner', 'John Corbett', 'Richard Edson', 'Jonathan Penner', 'Charles Martin Smith', 'Stephanie Beacham', 'Carla Gugino']",Dana Lustig
125000000,"['Action', 'Crime', 'Fantasy']",415,17.038824,1997-06-20,238207122.0,Batman & Robin,4.2,1447.0,1997.0,1.905656976,"['George Clooney', ""Chris O'Donnell"", 'Arnold Schwarzenegger', 'Uma Thurman', 'Alicia Silverstone', 'Michael Gough', 'Pat Hingle', 'Elle Macpherson', 'John Glover', 'Vivica A. Fox', 'Robert Swenson', 'Coolio', 'Jesse Ventura', 'Ralf Moeller']",Joel Schumacher
0,['Comedy'],47686,0.684192,1997-01-01,0.0,Dream with the Fishes,7.7,10.0,1997.0,0.0,"['David Arquette', 'Brad Hunt', 'Kathryn Erbe', 'Patrick McGaw', 'Cathy Moriarty']",
0,"['Comedy', 'Romance', 'Drama']",65889,1.081043,1997-03-06,0.0,Roseanna's Grave,6.3,4.0,1997.0,0.0,"['Jean Reno', 'Mercedes Ruehl', 'Polly Walker', 'Mark Frankel', 'Trevor Peacock', 'Fay Ripley', 'Giuseppe Cederna', 'Roberto Della Casa', 'Luigi Diberti', 'Renato Scarpa', 'Romano Ghini', 'Giovanni Pallavicino', 'Jorge Krimer', 'Daniele Ferretti', 'George Rossi']",Paul Weiland
0,"['Comedy', 'Thriller']",11103,2.357791,1996-11-07,0.0,Head Above Water,5.8,39.0,1996.0,0.0,"['Harvey Keitel', 'Cameron Diaz', 'Billy Zane', 'Craig Sheffer', 'Shay Duffin']",Jim Wilson
85000000,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",11970,14.048694,1997-06-26,252712101.0,Hercules,7.3,1741.0,1997.0,2.9730835411764707,"['Tate Donovan', 'Josh Keaton', 'Roger Bart', 'Danny DeVito', 'James Woods', 'Susan Egan', 'Bobcat Goldthwait', 'Matt Frewer', 'Rip Torn', 'Samantha Eggar', 'Barbara Barrie', 'Hal Holbrook', 'Paul Shaffer', 'Amanda Plummer', 'Carole Shelley', 'Paddi Edwards', 'Charlton Heston', 'LaChanze', 'Jim Cummings', 'Keith David', 'Wayne Knight']",Ron Clements
0,['Drama'],34941,1.380375,1997-06-20,0.0,The Last Time I Committed Suicide,6.7,7.0,1997.0,0.0,"['Thomas Jane', 'Keanu Reeves', 'Claire Forlani', 'Gretchen Mol', 'Adrien Brody', 'John Doe', 'Jim Haynie', 'Marg Helgenberger', 'Lucinda Jenney', 'Amy Smart', 'Alexandra Holden', 'Clark Gregg']",Stephen T. Kay
0,"['Drama', 'Romance']",407992,0.076975,1996-09-10,0.0,MURDER and murder,8.0,2.0,1996.0,0.0,"['Joanna Merlin', 'Kathleen Chalfant', 'Catherine Kellner', 'Isa Thomas', 'Jennie Moreau', 'Kendal Thomas', 'Alice Playten', 'Daniel Martin Berkey', 'Jones Miller', 'Rod McLachlan']",Yvonne Rainer
38000000,"['Comedy', 'Romance']",8874,4.678572,1997-06-19,299288605.0,My Best Friend's Wedding,6.4,606.0,1997.0,7.876015921052631,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz', 'Rupert Everett', 'Philip Bosco', 'M. Emmet Walsh', 'Rachel Griffiths', 'Carrie Preston', 'Susan Sullivan', 'Christopher Masterson', 'Raci Alexander', 'Jennifer Garrett', 'Kelleia Sheerin', 'Bree Turner', 'Cassie Creasy', 'Lucina Paquet', 'Aida Baggio', 'Shirley Kelly', 'George Bozonelos', 'Loretta Paoletti', 'Paul Giamatti', 'Paul Adelstein', 'Harry Shearer']",P.J. Hogan
0,"['Science Fiction', 'Horror', 'Drama', 'Thriller']",17991,2.018292,1992-01-01,0.0,Tetsuo II: Body Hammer,5.6,24.0,1992.0,0.0,"['Tomorowo Taguchi', 'Shinya Tsukamoto', 'Nobu Kanaoka', 'Kim Sujin', 'Hideaki Tezuka', 'Tomoo Asada', 'Iwata', 'Keinosuke Tomioka', 'Torauemon Utazawa']",Shinya Tsukamoto
0,['Comedy'],11956,0.834917,1996-04-03,0.0,When the Cat's Away,6.1,16.0,1996.0,0.0,"['Garance Clavel', 'Zinedine Soualem', 'Renée Le Calm', 'Olivier Py', 'Simon Abkarian', 'Marilyne Canto', 'Antoine Chappey', 'Romain Duris', 'Hélène de Fougerolles', 'Eric Savin']",Cédric Klapisch
900000,['Drama'],266,7.543337,1963-10-21,528428.0,Contempt,7.5,138.0,1963.0,0.5871422222222222,"['Brigitte Bardot', 'Michel Piccoli', 'Jack Palance', 'Giorgia Moll', 'Fritz Lang', 'Raoul Coutard', 'Jean-Luc Godard', 'Linda Veras']",Jean-Luc Godard
80000000,"['Action', 'Crime', 'Science Fiction', 'Thriller']",754,11.467391,1997-06-27,245676146.0,Face/Off,6.8,1612.0,1997.0,3.070951825,"['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Alessandro Nivola', 'Gina Gershon', 'Dominique Swain', 'Nick Cassavetes', 'Harve Presnell', 'Colm Feore', 'John Carroll Lynch', 'CCH Pounder', 'Robert Wisdom', 'Margaret Cho', 'James Denton', 'Matt Ross', 'Chris Bauer', 'Myles Jeffrey', 'David McCurley', 'Thomas Jane', 'Danny Masterson', 'Lisa Boyle', 'Linda Hoffman']",John Woo
0,"['Drama', 'Romance']",37567,1.555954,1997-06-20,0.0,Fall,7.2,6.0,1997.0,0.0,"['Francie Swift', 'Jose Yenque', 'Josip Kuchan', 'Scarlett Johansson', 'Amanda de Cadenet', 'Rudolf Martin', 'Roberta Maxwell', 'Eric Schaeffer']",Eric Schaeffer
0,"['Drama', 'Mystery', 'Romance']",43771,1.052071,1996-06-26,0.0,Gabbeh,7.5,6.0,1996.0,0.0,"['Shaghayeh Djodat', 'Abbas Sayah', 'Hossein Moharami', 'Rogheih Moharami', 'Parvaneh Ghalandari']",Mohsen Makhmalbaf
0,['Drama'],124834,0.311968,1995-06-01,0.0,Mondo,7.0,3.0,1995.0,0.0,"['Ovidiu Balan', 'Philippe Petit', 'Pierrette Fesch', 'Schahla Aalam', 'Maurice Maurin', 'Maurice Maurin', 'Maurice Maurin', 'Catherine Brun', 'Ange Gobbi', 'Jean Ferrier', 'Marcel Lemuet', 'Jerry Smith']",Tony Gatlif
0,['Thriller'],249358,1.221766,1996-01-25,0.0,The Innocent Sleep,0.0,0.0,1996.0,0.0,"['Rupert Graves', 'Annabella Sciorra', 'Michael Gambon', 'Franco Nero', 'Oliver Cotton', 'Tony Bluto', 'Paul Brightwell', 'Campbell Morrison', 'Graham Crowden', 'John Hannah', 'Sean Gilder']",Scott Michell
0,"['Drama', 'Comedy', 'War']",111367,0.413422,1996-11-27,0.0,For Ever Mozart,8.0,3.0,1996.0,0.0,"['Madeleine Assas', 'Ghalia Lacroix', 'Bérangère Allaux', 'Vicky Messica', 'Frédéric Pierrot', 'Harry Cleven', 'Michel Francini']",Jean-Luc Godard
90000000,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",607,15.781024,1997-07-02,589390539.0,Men in Black,6.9,4521.0,1997.0,6.548783766666666,"['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino', ""Vincent D'Onofrio"", 'Rip Torn', 'Tony Shalhoub', 'Mike Nussbaum', 'Jon Gries', 'Sergio Calderón', 'Carel Struycken', 'Fredric Lehne', 'Richard Hamilton', 'Kent Faulcon', 'Siobhan Fallon', 'John Alexander', 'Keith Campbell', 'Sylvester Stallone', 'Danny DeVito']",Barry Sonnenfeld
0,"['Comedy', 'Romance']",18080,3.722389,1997-07-02,0.0,Out to Sea,5.8,20.0,1997.0,0.0,"['Jack Lemmon', 'Walter Matthau', 'Dyan Cannon', 'Brent Spiner', 'Gloria DeHaven', 'Elaine Stritch', 'Hal Linden', ""Donald O'Connor"", 'Edward Mulhare', 'Rue McClanahan', 'Alexandra Powers', ""Sean O'Bryan"", 'Esther Scott', 'Allan Rich', 'Estelle Harris']",Martha Coolidge
0,['Family'],38225,7.477411,1997-07-02,0.0,Wild America,5.8,28.0,1997.0,0.0,"['Jonathan Taylor Thomas', 'Scott Bairstow', 'Devon Sawa', 'Frances Fisher', 'Danny Glover']",William Dear
28000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",17834,3.354869,1997-07-11,8345056.0,A Simple Wish,5.5,46.0,1997.0,0.2980377142857143,"['Martin Short', 'Kathleen Turner', 'Mara Wilson', 'Robert Pastorelli', 'Deborah Odell', 'Francis Capra', 'Ruby Dee', 'Amanda Plummer', 'Teri Garr']",Michael Ritchie
90000000,"['Drama', 'Science Fiction', 'Mystery']",686,14.374866,1997-07-11,171120329.0,Contact,7.2,1338.0,1997.0,1.901336988888889,"['Jodie Foster', 'Matthew McConaughey', 'James Woods', 'John Hurt', 'Tom Skerritt', 'William Fichtner', 'David Morse', 'Angela Bassett', 'Geoffrey Blake', 'Max Martini', 'Rob Lowe', 'Jake Busey', 'Jena Malone', 'Tucker Smallwood', 'Sami Chester', 'Henry Strozier', 'Haynes Brooke', 'Timothy McNeil', 'Laura Elena Surillo', 'Michael Chaban', 'Larry King', 'Thomas Garner ', 'Conroy Chino', 'Dan Gifford', 'Vance Valencia', 'Donna Kelley', 'Leon Harris', 'Claire Shipman', 'Behrooz Afrakhan', 'Saemi Nakamura', 'Maria Celeste Arraras', 'Tabitha Soren', 'Geraldo Rivera', 'Ian Whitcomb', 'Jay Leno', 'Michael Albala', 'Ned Netterville', 'Leo Lee', 'William Jordan', 'David St. James', 'Steven Ford', 'Alexander Zemeckis', 'Janie Peterson', 'Philippe Bergeron', 'Jennifer Balgobin', 'Anthony Hamilton', 'Rebecca T. Beucler', 'Marc Macaulay', 'Jeffery Thomas Johnson', 'Jeffery Thomas Johnson', 'Yuji Okumoto', 'Gerry Griffin', 'Brian Alston', 'Rob Elk', 'Mark Thomason', 'José Rey', 'Todd Patrick Breaugh', 'Alex Veadov', 'Alice Kushida', 'Robin Gammell', 'Richardson Morse', 'Seiji Okamura', 'Mak Takano', 'Hiroshi Tom Tanaka', 'Catherine Dao', 'Kristoffer Ryan Winters', 'Valorie Armstrong', 'Jim Hild', 'William L. Thomas', 'Diego Montoya', 'Jonathan Adler', 'Robert Aguilar Jr.', 'Mark Bailey', 'Matt Bennett', 'Tony Boldi', 'Christopher Boyer', 'Mark Byrne', 'Candice T. Cain', 'Aixa Clemente', 'Aixa Clemente', 'Derrick Damions', 'Elaina Erika Davis', 'Joey Dente', 'Michael Egan', 'Jeff Elmore', 'Pamela Fischer', 'Carl Gilliard', 'William B. Kaplan', 'Ming Lo', 'Sunshine Logroño', 'Denise Loveday', 'Neal Matarazzo', 'Cassidy McMillan', 'Molly Mueller', 'Paul L. Nolan', 'Marisa Petroro', 'Errica Poindexter', 'J.A. Preston', 'Frank Principe', 'Leo Rogstad', 'Russell Sanderlin Sr.', 'Frank Silva', 'John A. Taylor', 'Todd Thompson', 'Cenk Uygur', 'Holly Cross Vagley', 'Eric Alan Wendell', 'Delaney Williams']",Robert Zemeckis
0,"['Comedy', 'Foreign', 'Romance']",65046,0.881482,1996-10-10,0.0,Love Serenade,6.0,4.0,1996.0,0.0,"['Miranda Otto', 'Rebecca Frith', 'George Shevtsov', 'John Alansu', 'Jessica Napier', 'Jill McWilliam']",Shirley Barrett
50000000,"['Action', 'Drama']",4421,9.37934,1997-08-22,48169156.0,G.I. Jane,6.0,404.0,1997.0,0.96338312,"['Demi Moore', 'Viggo Mortensen', 'Anne Bancroft', 'Jason Beghe', 'Daniel von Bargen', 'John Michael Higgins', 'Kevin Gage', 'David Warshofsky', 'David Vadim', 'Моррис Честнат', 'Josh Hopkins', 'Jim Caviezel', 'Boyd Kestner', 'Angel David']",Ridley Scott
20000000,"['Adventure', 'Fantasy', 'Action']",9387,10.52008,1982-04-02,79114085.0,Conan the Barbarian,6.6,663.0,1982.0,3.95570425,"['Arnold Schwarzenegger', 'James Earl Jones', 'Max von Sydow', 'Sandahl Bergman', 'Cassandra Gava', 'Ben Davidson', 'Gerry Lopez', 'Mako', 'Valérie Quennessen', 'William Smith', 'Luis Barboo', 'Franco Columbu', 'Nadiuska', 'Jack Taylor', 'Sven-Ole Thorsen', 'Pilar Alcón', 'Jorge Sanz']",John Milius
55000000,"['Adventure', 'Comedy', 'Family', 'Romance']",10603,9.559685,1997-07-15,0.0,George of the Jungle,5.4,508.0,1997.0,0.0,"['Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church', 'John Cleese', 'Richard Roundtree', 'Abraham Benrubi', 'Holland Taylor', 'John Bennett Perry', 'Greg Cruttwell', 'Kelly Miller', 'Michael Chinyamurindi', ""Abdoulaye N'Gom"", 'Lydell M. Cheshier', 'Keith Scott', 'Spencer Garrett', 'Jon Pennell', 'Lauren Bowles', 'Afton Smith', 'Samantha Harris', 'Hans Schoeber', 'Alexander Denk', 'Sven-Ole Thorsen', 'Rodney Louis Johnson', 'Peter F. Giddings', 'Terilyn Joe', 'Michel Camus', 'Valerie Perri', 'Carrie Zanoline', 'Garrett Griffin', 'Harve Cook', 'Richard Elfman', 'Denise Holland', 'Anne Fletcher', 'Kristie Capozzoli', 'Sal Vassalo', 'Melanie Gage', 'Aurorah Allain', 'Diane Mizota', 'Lisa Ratzin', 'Joie Shettler', 'Sharon Ferrol-Young', 'Tara Nicole Hughes', 'Robin Tasha-Ford', 'Margo Blas', 'Jake Gentry', 'Tim Glenn', 'Jewel McDonald', 'Bob Quinn', 'Mary Ann Schmidt']",Sam Weisman
15000000,"['Action', 'Crime', 'Drama']",2142,9.15931,1997-08-15,44862187.0,Cop Land,6.6,384.0,1997.0,2.9908124666666667,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Michael Rapaport', 'Annabella Sciorra', 'Peter Berg', 'Robert Patrick', 'Arthur J. Nascarella', 'John Spencer', 'Janeane Garofalo', 'Noah Emmerich', 'Cathy Moriarty', 'Frank Vincent', 'Malik Yoba', 'Edie Falco', 'Paul Calderon', 'Deborah Harry', 'Tony Sirico', 'Method Man', 'John Doman', 'Philip Ettington']",James Mangold
60000000,"['Horror', 'Science Fiction', 'Mystery']",8413,11.335072,1997-08-15,26673242.0,Event Horizon,6.4,752.0,1997.0,0.4445540333333333,"['Laurence Fishburne', 'Sam Neill', 'Kathleen Quinlan', 'Joely Richardson', 'Richard T. Jones', 'Jack Noseworthy', 'Jason Isaacs', 'Sean Pertwee', 'Peter Marinker', 'Holley Chant', 'Barclay Wright', 'Noah Huntley', 'Robert Jezek', 'Emily Booth', 'Teresa May']",Paul W.S. Anderson
40000000,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",10336,11.366417,1997-07-31,87840042.0,Spawn,5.0,344.0,1997.0,2.19600105,"['Michael Jai White', 'Martin Sheen', 'John Leguizamo', 'Theresa Randle', 'Nicol Williamson', 'D. B. Sweeney', 'Melinda Clarke', 'Miko Hughes', 'Sydni Beaudoin', 'Frank Welker']",Mark A.Z. Dippé
3000000,"['Comedy', 'Family', 'Drama']",20737,9.407128,1997-08-01,23144499.0,Air Bud,5.3,108.0,1997.0,7.714833,"['Kevin Zegers', 'Wendy Makkena', 'Michael Jeter', 'Bill Cobbs', 'Brendan Fletcher', 'Norman Browning', 'Eric Christmas', 'Nicola Cavendish']",Charles Martin Smith
19000000,"['Comedy', 'Romance']",9413,4.347079,1997-08-01,44332015.0,Picture Perfect,5.1,114.0,1997.0,2.333263947368421,"['Jennifer Aniston', 'Jay Mohr', 'Kevin Bacon', 'Olympia Dukakis', 'Illeana Douglas', 'Kevin Dunn']",Glenn Gordon Caron
0,"['Comedy', 'Drama']",14585,3.323672,1997-01-19,0.0,In the Company of Men,6.8,45.0,1997.0,0.0,"['Aaron Eckhart', 'Stacy Edwards', 'Matt Malloy', 'Michael Martin', 'Mark Rector']",Neil LaBute
0,['Adventure'],18519,6.107833,1997-08-08,0.0,Free Willy 3: The Rescue,5.6,76.0,1997.0,0.0,"['Jason James Richter', 'August Schellenberg', 'Annie Corley', 'Vincent Berry', 'Patrick Kilpatrick', 'Tasha Simms']",Sam Pillsbury
0,['Drama'],49462,3.459251,1997-06-01,0.0,Career Girls,7.4,15.0,1997.0,0.0,"['Katrin Cartlidge', 'Lynda Steadman', 'Kate Byers', 'Mark Benton', 'Andy Serkis', 'Joe Tucker', 'Margo Stanley']",Mike Leigh
75000000,"['Action', 'Drama', 'Mystery', 'Thriller']",8834,14.261798,1997-08-07,136982834.0,Conspiracy Theory,6.5,440.0,1997.0,1.8264377866666663,"['Mel Gibson', 'Julia Roberts', 'Patrick Stewart', 'Cylk Cozart', 'Steve Kahan', 'Terry Alexander', 'Alex McArthur', 'Rod McLachlan', 'Michael Potts', 'Jim Sterling', 'Rich Hebert', 'Brian J. Williams', 'G.A. Aguilar', 'Cece Neber Labao', 'Saxon Trainor', 'Sage Allen', 'Joanna Sanchez']",Richard Donner
50000000,"['Action', 'Drama', 'Thriller']",9458,3.713996,1998-01-30,0.0,Desperate Measures,5.9,60.0,1998.0,0.0,"['Michael Keaton', 'Andy García', 'Brian Cox', 'Marcia Gay Harden', 'Erik King', 'Efrain Figueroa', 'Joseph Cross', 'Janel Moloney', 'Richard Riehle', 'Tracey Walter', 'Keith Diamond']",Barbet Schroeder
16000000,"['Science Fiction', 'Action', 'Adventure']",8854,2.890462,1997-08-15,1686429.0,Steel,4.2,49.0,1997.0,0.1054018125,"[""Shaquille O'Neal"", 'Annabeth Gish', 'Richard Roundtree', 'Judd Nelson', 'Irma P. Hall', 'Johanna Ray', 'Harvey Silver', 'Ray J', 'Charles Napier', 'Kerrie Keane', 'Eric Pierpoint', 'Tembi Locke', 'Thom Barry', 'Gary Graham', 'Hill Harper', 'Rutanya Alda', 'John Hawkes', 'Kevin Grevioux', 'Tim DeZarn', 'Michael Shamus Wiles', 'Kamau Holloway', 'Maurice Chasse', 'Josh Cruze', 'Nancy Wolfe', 'Rick Worthy', 'Scotch Ellis Loring', 'Jacquelyn Houston', ""John F. O'Donohue"", 'Cyd Strittmatter', 'Kevin Sifuentes']",Kenneth Johnson
18000000,"['Drama', 'Romance', 'Thriller']",38295,2.314911,1997-08-29,0.0,She's So Lovely,5.3,26.0,1997.0,0.0,"['Sean Penn', 'Robin Wright', 'John Travolta', 'James Gandolfini', 'Harry Dean Stanton', 'Debi Mazar', 'Susan Traylor', 'Chris Kinkade']",Nick Cassavetes
30000000,"['Crime', 'Drama']",22073,2.384882,1997-08-27,0.0,Hoodlum,6.5,33.0,1997.0,0.0,"['Laurence Fishburne', 'Tim Roth', 'Vanessa Williams', 'Andy García', 'Cicely Tyson', 'Chi McBride', 'Clarence Williams III', 'Richard Bradford', 'William Atherton', 'Loretta Devine', 'Queen Latifah', ""Ed O'Ross"", 'Mike Starr', 'Beau Starr', 'Paul Benjamin']",Bill Duke
0,"['Adventure', 'Comedy', 'Drama', 'Family']",37244,1.635911,1997-08-22,0.0,Leave it to Beaver,5.2,20.0,1997.0,0.0,"['Christopher McDonald', 'Janine Turner', 'Cameron Finley', 'Erik von Detten', 'Adam Zolotin', 'Alan Rachins', 'Grace Phillips', 'Geoff Pierson', 'Erika Christensen']",Andy Cadiff
30000000,"['Fantasy', 'Horror', 'Thriller']",4961,9.128905,1997-08-22,25480490.0,Mimic,5.7,255.0,1997.0,0.8493496666666667,"['Mira Sorvino', 'Jeremy Northam', 'Giancarlo Giannini', 'Josh Brolin', 'Alexander Goodwin', 'Charles S. Dutton', 'F. Murray Abraham', 'Alix Koromzay', 'James Costa', 'Javon Barnwell', 'Norman Reedus', 'Ho Pak-Kwong', 'Glenn Bang', 'Julian Richings', 'James Kidnie', 'Doug Jones']",Guillermo del Toro
0,"['Action', 'Adventure', 'Comedy']",9416,13.855037,1997-08-22,0.0,Money Talks,6.0,90.0,1997.0,0.0,"['Chris Tucker', 'Charlie Sheen', 'Heather Locklear', 'Paul Sorvino', 'Elise Neal']",Brett Ratner
